texts,labels
------我们总在重复着一些伤害，没有一个可以躲藏能不被痛找到。,2
我坚信富士康如果做相机一定会做得很不错。微风,1
在这传统的三八佳节里，我谨代表我自己向活动在全国各界的妇女同志们表示最真诚的慰问和祝贺！,1
如果，如果你可以在友爱的包容下，随意的哭泣，随意的发脾气，随意的穿着，随意的说话，随意的把自己最最脆弱的一面发泄出来，你知道ta不会轻看你，不会因此骂你没有出息，不会觉得你没有本事，不会给你压力，只会默默地看着你，聆听，微笑…,1
这么多年哪一只题材股不是在消息发布前就有巨资潜入？,3
唯爱sj13110114厉旭tw更新：上学的时候*和朋友们..,0
可怜啊，有的领养就带她们走啦.........,2
右哼哼——当满街都是非主流时，我们就成为异类了！,3
只有拿山大王的新办公鞋凑合了…泪泪泪,2
特别是在夜深人静时，过去的回忆更会逐一浮现，更痛苦。,2
人民b说：我是你的后盾；,3
你不是不知道我是蕾丝边，我怕我带回家，我妈妈这辈子都不会原谅我了。,2
我会记住的！！！,0
我诅咒你从此以后的所有幸福幸运都将因你说过的谎言而打对折，并且与你所想要的愿望都会背道而驰！,4
你说的，你以为你是唐僧所！蜘蛛精看得上你？,3
只有国家强大才是硬道理。,0
高一的学生，还没分科，还有2年的学习时间，你他妈就下这种结论！！！,4
好聒噪！,3
有些生气！,4
现在不行动，更待何时？,3
例如南航，每天整顿学习罚款加班，这些不但没有提高效益，反而搞的怨声载道，领导是不是该反省一下了？,3
我地都是。,2
呜呜呜呜！,2
电影《当爱来的时候》，不完整的家庭，没人关心，偏执，早恋，叛逆，怀孕，被抛弃，亲人离世，....,2
三年前随父母来京，现读到初三，因户籍限制没法在京参加中考，若回老家无人照应，面临辍学打工。,2
来上海一年了！,0
有点活该咯!,3
脑残弱智的混官！一张腐败的嘴脸！,4
没有，我只是希望这件事不要发生,2
我很欣慰。,1
我坚信，打是亲，骂是爱,1
放心啦，只是喜欢，俺就爱一个的说,1
还有多少急需解决的民生问题需用钱！,4
老婆们找你找得好辛苦！,2
电视里全是七一欢庆节目，且很类似，那么多华丽的舞台，可以帮助多少金字塔低端的人，让他们有学可上，有钱看病，有屋可居，有树可靠？,3
刘玥吗？伴娘！明天还要来海政考试！,0
两者不可得兼，我了个去也！,2
重庆人好样的！,1
没看过的筒子们抓进去看，应该比战国、关云长性价比高太多了。,1
点算好。。泪,2
老子用联通去，特么王八蛋,4
金牌大风唱片公司斥资200万台币打造出：「独一无二：潮男3度进化」的全新视觉，让罗志祥再升级为「潮仕系型男」也为他挑选「美国潮流传奇教主：tomford」设计的西服而健身有成的罗志祥更让现场工作人员感受到「亚洲舞王」罗志祥不凡品味的男人性感魅力,1
希望能在元旦这2天找到好心人收留他，后天就要上班了，如果找不到好心人收留只能送给警察了。,2
我这个梅校长人物的塑造绝对给力！,1
村民为打死那只刚生宝宝的母亲用它刚出生的孩子引诱它，在刁民摔死两个孩子后，孩子的惨叫声使母亲奋不顾身来救孩子，最终，她惨死！,4
朋友晕倒，小-姐不可怕，就怕小-姐有文化。,3
要不你对我再好点我七你三？,0
有没消除眼袋的保养方法呢?,0
你也一样漂亮，,1
唯有台湾，最有条件成为中华文化的领航者。,1
而且是最残忍的屁话！,4
秘书溜须地：最好埋一半，不仅能知道谁是谁，还能节约土地和木材，连墓碑石都省下了！,3
每次某些怪物18只18只叫得我恶心。,0
那蠢货--！,3
哪啊这是，要近咱下周去啊,3
有米就好咯!!!,1
上左头啊！,2
只是打牌和psp，五点来熬到七点半开席，只是陪同事在角落里看领导们觥畴交错，一副热闹的不合谐。,3
峰幂=蜂蜜=甜！！,1
我又要我又要。,0
我也有，就是够不着脚！要不早剪了！,2
我走了，兄弟姐妹们，我爱你们，我一定会恢复的！！！抓狂,1
这是为下一步有什么大动作埋下伏笔吧。,3
支持陈老师，拍砖的可以也给我盖幢房子！,1
一不小心爱上你。。,1
你们不会发设计图的那颜色出来的吗?,4
连续三年的情人节，他都会收到来自同一个陌生号码的祝福短信，只有短短五个字：情人节快乐。,0
整得跟周五似的~今儿真是周一啊谢谢！,3
日你妈都不够!!!!!!!!!!!!!,4
不能怪记者啊！你和许宗衡的事没说清啊！,4
那土匪跑得巨快！,4
在这个落花飘飘，风筝摇摇的季节里，留给我的只是一世情殇，半生绝望。,2
是你们让我收获成长.,1
飘逸清凉，潇洒而不失女人味。,1
这是哪啦？,0
随便一双单鞋都上千。,2
我爱的童鞋们也早点休息啦~睡觉太开心偷笑,1
多精屁啊！,1
不是我的手机，小甘甘。,0
我有关系啊！,2
我觉得好伤呢个小朋友的自尊心咯！林下以后自己见到呢张相距会点样！,2
我作为一个小土豆和马总住一屋。,0
你可以过来广东玩啊...,1
谁告诉我，麻辣烫，沙县小吃，酸辣粉的直接致癌物质吧，我怒了····,4
我的校友？,2
呼呼~~这个不错,1
一起努力吧！,1
现在最痛苦的是蛋糕做大了没有分好，不知道怎么分享这个蛋糕。,3
我要做尽诅咒之事...,4
大学，他牵着我的手奔跑，我甩开他：我跟不上了！,3
黄老师何老师静一翰宾焦阳鹭康康孙莉姐乐乐姐，请你们都平安！……,1
这么悲剧。。一路平安哈~,2
挖鼻屎虽然担心车子把英超第四搞死，但还是解气，不是不报，时候未到。困,3
这种感觉就像明明可以和美女约会去非要他妈的和大妈们一起织毛衣！,3
他们害怕到这种地步，居然降格新京报为地方报，任由紫荆城这僵死一潭的宣传部门监管。,4
现状下，不抓都是孔繁森、一抓就是王宝森？,3
晕酒驾？这种事还是不要干,0
我有很龅牙嘛？,3
我还有句台词是，你的妈妈叫尼玛…,4
握拳！！！！！！！！！！！！！！,4
声援受害律师的同时，对肇事法官予以强烈谴责！,4
但我们一定要童年，童月，童日，童快乐！,1
人这一辈子不容易，对自己好一点，对别人宽一点，生活已经不容易了，人生何不从宽处理呢。,0
请问江苏省还是不是共产党的天下？,4
我无言以对，沉默很久后咬牙切齿狠狠的答道:为共产主义奋斗终生！！！耶,4
停电了各种黑漆很苦逼有木有有木有！！！,4
这也有打白条的啊！,3
这种权力无限制下的工作会激发人的兽性。,0
生意兴隆！谢谢啦。,1
想让怎么夸呢？,3
我们十分痛心地看到，当前仍有一些男青年，受到了资产阶级腐朽没落思潮的影响，刚开始与异性交往就提出非分的要求，希望进行深入的身体接触。,3
可是等躺在床上了，就不想睡啦，旁边还有同事大姐的呼噜声怒,4
这智商，加个绝对值符号一定能过一百三！,3
亲，乃还能要求一个二气逼人的土鳖神马呢？！,4
话术如何说？,0
成都会不会太旺了啊最近。。。,0
台湾男不错吧？换了你会留灯到最后吗？,1
恭喜推特厂越来越发展壮大！,1
经历26号4号线头节车厢打架的，有没有那个河南b的照片。,4
神马事件？,3
这么不要脸？他给你干嘛？耍流氓啊,4
每逢过节，因为想家总有些伤感。,2
这边显示是震区，可是没什么感觉了，刚下课,0
家下雪了？靠！郑州咋不下？,3
当为了领导开会桌上的钢笔摆放是距离茶杯10公分合适还是11公分合适而仔细研究时，当一个民族媚上成瘾时，当百姓之间的冷漠已经成为常态时，那悲凉比死亡更刺痛。,2
因为我和qi小姐送货回来深圳快递回家，然后一会再返回hk。,0
有辱佛门圣地！,3
看个电影还要送去悉尼，这费用也太高了,3
别的人。。唉。,0
最近总是被工作的电话频频骚扰，早上响，下午响，晚上响，半夜三点还响，还让不让人活了...,3
怎么这么寸啊，什么世道了我觉得都乱了,3
资本家好说话啊!,4
侧那。你就这样么声音了咯？算了我不指望你请我吃饭了,3
不是，昨天黄小蔚知道李子有痛风不能吃豆干，我们就嘲他们,0
我有说过我在怀疑吗?怎么人到了更年期就疑神疑鬼的呢,3
大裤衩同理，早干嘛来着..,4
刚出去采访一起凶杀案，摄影记者萱萱和海宁在事发现场门外，被两个便衣警察围住，一便衣自称是流氓，欲抢萱萱相机，海宁为保护萱萱被便衣按倒在地，鼻子被打出血，脖子被扭青…,4
无聊中。,0
你应该改名叫小馋猫、哈哈……,4
一面是靠剽窃坑蒙拐骗忽悠课题诈取钱财为生的东郭先生满天飞，一面又搞血统论人为抬高进人门槛。,3
一场时装周下来脚上的伤…,2
某嘿去！得自己一个！,1
幸亏后来好了、笑容多了、偶吧一定要健健康康的泪泪,1
都要走了还对我那么不好·泪,4
那个不是还没上映？,0
呢对都唔系好痛，翻到室内个对先痛吖,1
另外一件怪事，我一个人可以拿出那么多的图片来证明，你们这么多人来反驳我，却全是空口白话。,4
我记得当时照了相才走的啊，难道是假拍？,3
生命最后一天，我希望我先走或与你一起离开。,1
她说就发条短信吧，突然想起今年母亲节我也啥没买发了条短信.......,2
今晚把韶山客户劈头盖脸臭骂一通…,4
小召吗？很帅！,1
没问题的。,4
女人摇头冷笑，拜你所赐，她中学毕业后就自杀了。,3
一句话引来无数邪恶的评论~,3
包装超级可爱的，有三种味道，鸡蛋，牛奶，米胚。,1
没啥用的；老病根；唉；,2
没看到你骂昨晚快女，昨晚最该骂了,4
我想酒店里有他们入住的登记吧？谁签的名呢？乔治桑吧？,0
谁不想看到镜子里美美的笑容！,0
明明自己长得不可爱，还一直哼，装可爱吗？！,3
前两天刚被划，还划在玻璃上了,2
什么是真相了？,0
我这么斯文一人，怎么能和小娃儿动手！不说了我今年生日礼物就要签名！,1
可是可是我深知那只是昨晚一枕美好的梦而已...,2
哥我2天是白忙的！！！,4
你好嘿，很久没见了啊,1
我明明买了6本书，这下倒好，全小区的人都知道了，我艹！,4
我只是想证明我是一个少女！！！！！！！！！！！！,4
我没关心没担心是吗！,2
还有一丝不舍的离绪，便是我要向所有给予关心和帮助的领导和同事表达的感恩之情！,2
哎呀呀，好有爱啊~~~,1
我操，要变天了,3
安理会即将举行会议，正式就向联大推荐下一届秘书长人选问题进行表决。,0
哈哈，很好看…！等大结局,1
你是文化人吗？？？,4
羡慕嫉妒恨！,1
看了不过瘾！！！,3
两个具有传奇色彩的人，在两个世界延续刻骨铭心的爱。,1
牙科大夫给补好啦？,0
为什么？真阿胶其实有没有效用？,3
看来再舍不得都要开始收拾行李打包会华农了……,2
我老大在深圳啊。。。,0
写给我热爱的生命。,1
我现在的心态像小朋友，就怕第二天去幼儿园。,2
天亮了，照亮了泪光泪干了，枕边地彷徨。,2
说真的，复旦mba改变我和启发我很多。,0
话说昨晚梦遗射到蛋疼，还疼醒了，whatafuckingday!,3
然而唯有他们共同演出时，才会有真正的完美演出。,1
此人求联系求包养阿。,3
为什么我找你的时候你都不理。,4
惹...那我是不是要叫你叔叔啊,0
你这要疯啊！,3
她很可爱。,1
此刻我的眼神充满了怒火，因为稿子写不出来。。。,4
你们完全可以将枪口朝向朝廷！,4
有人欺负小宇，该死！！,4
冷漠是阳光下的谋杀…,4
韩国街还没去啊亲爱的！,4
呵呵！生在天朝，不由已啊！,2
堂堂一个苹果公司难道就败在中国！,3
大千世界，无奇不有！,3
一直都讲不出再见，因为我从来就不愿意分别。,0
还没约好时间吗？,0
你不是对小米没兴趣吗？还发这个？,0
这些你都懂吗？,2
我不是碰不到更好的，而是因为已经有了你，我不想再碰到更好的...,1
我从小朋友那里学了两句话，现炒现卖以为调侃：中国食品其实很安全，只有两样东西不能吃，就是：这也不能吃，那也为能吃。,3
对的。眼睛坏掉了。,2
崩溃死我了。,4
你去沈阳还不如直接下次去北京得了，,0
好歹丢失后的归还率是99.9%，找不到手机就永远都找不到了委屈……,2
我把最殷红的鲜血涂在那里，你不懂我，我不怪你。,2
体育局都帮62,0
记得喊我~,2
不及格的，抄写五遍。,0
你想稳兼职定全职啊？,1
我想安稳的睡觉。。。,1
(不要喷我，我只是怀念),1
我想我是悲哀的。,2
亏大了！！！,2
只能说美国人体质太弱，我们的轻度污染就觉得健康紧急危险警报了。,3
我不想这么容易被逗笑。,0
以为：只要每天微笑，就可以看不见烦恼。,2
你就不要谦虚啦。,3
瑞士糖没我份么？我也想要,2
几年前的一起公安一家中医院院长的死，还有石首那件命案也都是自杀,0
水鸟我就去游了个泳你也不该这么惩罚我啊亲！！,2
又错了是市斤，该死的手写,3
你死心吧~她已经没希望了！,2
谁惹你了--,4
图为11月14日，空军即将退役的歼教-6航展开幕前训练飞行。,0
谁来同情一下胡椒啊，泪…,2
好彩我系死肥仔，不是死胖子,1
跟着剧情走真想掐死皇帝，但他那么美貌又舍不得，受不了！！！！！！！！！,3
好奇害死猫啊~~,2
下午就摞块镜去收佐区！！,4
这是你说的，那我就烦死烦死你。不许说我哦到时候,1
你怎么不叫我.,0
每天8点起12点睡对于高中生来说就是做梦！,3
26！26！,1
哼，你们又私下组织活动,3
快打住刷淘宝的手啊啊啊啊阿啊！！！！！！！！！！！泪泪泪泪泪泪泪泪,2
你和劲哥互粉了？！,0
这个怎么操作的？光明乳鸽有送外卖？！,0
这两天肠胃很奇怪，昨天也拉了好几次,2
任晓蹲地上干嘛那？？？,0
你失去了这样一个人，会失落吗？,2
养眼养眼、淡定淡定。,1
你进香港手续麻烦吗?,0
对啊~~就等我们家皇马呢哈哈,0
病了就不能接待人了？什么逻辑。,3
因为中国的学校，衡量一个学生是否优秀，唯一唯一的标准就是成绩，至于有无爱心，是否善良，以及情商如何都不关心。,3
有贼心没贼胆~！！,3
见男人就骂...,4
我真他妈火大！,4
现在才知道原来小学自己没毕业，亲爱的朋友们帮我想想嘛害羞~~~我需要你们的答案呢~~~么么你们亲亲,2
反正有背景的都不会碰的，什么时候捏个国资委下面的企业，如中石油中石化中移动之类的，就说明我们的舆论真正有话语权了，不然都只是个节目，追求收视率而已！,3
我了个去。。。,2
那位大叔，请你想明白，你也是大人了，什么事情先找找自己的原因，别骂女人知道么？,4
对对对嘛，福州就是太多我们这种好市民才会给诽谤的是不是,1
尤其想念烤鱼们。,2
我当心的是微博会不会被取缔，对天朝来说这个危害远远大于企鹅，,3
还跟我说版权问题！,3
微博给了这些人生长环境，对此深感无奈,2
宁愿相信我们前世有约，今生的爱情故事不会再改变。,0
我们除了转发支持失去儿子的二位老人，还能做啥？,4
谁说日本人在此次地震中的表现足以让全体中国人汗颜的？,4
杯具的期末呀。,2
谢谢哦！我们会向你跟占锴学习，好好过日子的,1
我不理解。,2
抱歉，所有来现场支持我的球迷，媒体以及所有国内观看我比赛的球迷。,2
还要上课！！,3
真想掐死她..................抓狂,4
这宾馆相当相当垃圾啊..,3
官府、官企的伙食是有名的,0
先有禽兽父亲然后有不孝子孙不是因果是什么？这你都不懂？,3
点无言法吖？,0
我也是，书带回去动都没都一下。,2
哎。。。无语了,3
昨天小姨家遭窃，大胆毛贼收获三部手机，一台笔记本电脑，一只相机，一只手表，现金大几千，最可恨的是还顺手牵走我们娃娃寄存的讲故事机和我们两根手机充电线。,4
既然敢杀，就该承担后果。,4
昨天夜里还大雨倾盆的我今天一早起床上班尼玛又出太阳了。。,4
我们欣喜地发现，空气不但没有涨价，而且里面的料还越来越多了!,3
撒你奶英刀奶！,3
2.他妈妈已经把火关了，然后他妈妈追着他满村跑。。。,0
哎……我听说了今天碰头详说啊！,0
一句话！你等着！过年给你用个红袋子包好送给你！,1
原来全国其他地方的煎堆都是圆煎堆，唯独我们这里的九江煎堆别树一格，这种用糯米粉和花生仁、炮谷、白芝麻等做成的小吃，唐朝就成为宫廷的食品，现在我妈妈都常常吃，她就是我的皇太后呵呵！,1
一直不说话就是最无耻的回答。,3
为何人一做警察就变**了呢？,3
好吧~那为什么没看到人列,0
什么时候呀？一定要有这么一天！！,3
不公平！！！,4
你舍得吗？,3
结果临近中午开始胃疼，靠，那些酒怎么办......,4
你妹的是21,4
骂了隔壁！！！,4
无语呀，无语,4
就是昨天刚拍的拉。最近学校貌似落叶很多。,2
阿哩噶多...星爸爸,1
我们一起加油、加油、再加油！！！,1
长株潭的！,0
出奇的烂，根本一点咖啡味道都没，而且出品速度也很慢.....,3
上得了厅堂，下得了厨房，爬得了高山，涉得了水塘，制得成酸奶，压得成胶囊，2012，皮鞋很忙！,3
跑清远去了，去爬山啊？,2
再这么梦下去，我就要碎在这里了。,2
什么狗屁一样的早晨！！！,4
忙碌的一天诶下午的时候真是忙死了·~~,3
哇，什么回忆？,1
我虽然不喜欢宠物，但是也绝对憎恶这种杀虐宠物的行为。,3
很多女人不是不够好，而是对别人太好，老想着取悦别人，却不知道你越取悦别人，就越不值钱。,0
生日收到的吉祥颜彩试用~颜色和国画类似但是没有一般矿物色的胶状反光，效果比较像水彩。,1
老了老了！你什么时候回？一起吃饭呗！,0
稀土卖出白菜价，这是浪费资源的极大表现。,4
我想，这个时候，他们在爱的面前，我们都是卑微的....泪,2
我做哇。。。,0
来就来了，你干嘛还要烧杀抢掠？,4
现在警察已到现场调查勘验，希望不是她们所为，否则过年就要吃牢饭，其实车损了有保险，又何必要表现心理变态，仇富的人比比皆是，这个社会的底层群体素质真的不敢恭维，苟延残喘！,3
买阿，不是很贵,1
去年第八，今年前4，进步巨大啊，明年我们就是冠军啦！,1
作为一个媒体人，你怎么能够钱包丢了就在微波上泪牛满面，斯文扫地？！,3
居然没我。绝交！,4
额，太老吃不消,2
你他妈怎么不干脆直接换成两颗绒球啊!!!!!!!!!!,4
哎！说来话长，原因多多,0
这日子很滋润呀！,4
不是陕乌的吗？,0
这太恶心了。,3
有可能我拍照的时候拍到你们，但你们不能好好说话么？,4
你也这样的阿……,2
快了，快了，回去你养我啊，不好知道回去,0
总是这个数字在一次又一次的刺激着我脆弱的小神经！,4
我都是在他们的相机上看的。。嘿嘿,3
本来就是二级。只是他们没查到，就来质问我。,4
介哥们是不是被骗了？,3
别着急，李进没问题的。,1
突然间就忘了~,0
现在除了嘴上说，没有什么证据，反而是大家不断的找出新证据。,3
弱智吗你是。。,4
路见不平一声吼，我连对象都没有！,2
我们心甘情愿！！,1
你算老几？,3
那有什么了不起，我又没说是我发现的,3
你知道吗？,0
幸福也因远嫁而苍白。,2
这个冬天注定单身！,2
你也好不到哪边去。。。,2
他俩就是话太多啦。。。,3
一定要把它们整到一个连锁里接受更多盘剥？,3
我浩浩偶吧的图一张也没剩下。。。。。。。。。。。。。。。。。。。。。。,4
你话家姐你有无搞错噶。,3
你又欺负人！才没咧~,3
不难受！你类？,0
当我想起你，有一种绝望的灰心，总会让街头某个相似背影，惹得忍不住伤心。,2
咋不汇报…小样,0
都会有的哦，亲，谢谢您对窝窝团的关注与支持！,1
瞎想有神马用！,3
各种勾引，我准备好了,3
人间节目感动我了。,2
呸，小心被我骂的狗血淋头,4
你妹的你又瘦了！！,4
不可能，桃花咋没我了,3
千万别诶，回来吐的话，有你好看的。床啊不让你睡了,3
那些既不出租、又不出售，也不自住的黑灯房怎么没人管？,4
解读词语幸福是什么？,0
难怪你筛子玩不过我！！！,0
想想这一别又是一年再见，就很心酸。,2
硕啊粉丝是慢慢加的别急嘛~你怎么刚刚好和我换了一样的头像捏。,3
吓死我了表姐，是被小黄传染的么?,0
除了这个小小的惊喜，今天是各种各样的不爽。。。。。。,4
这能不是一场秀吗？,3
准备好好吃一顿，然后舒服的躺下。,1
我上不了网，爱慕搜瑞！,0
但我坚决抵制，受了那么多年强迫、毒害教育，如果继续当公务员，还像个正常人吗？,3
今天早上起来发现今年这个时候又一次重复了去年的画面，我的脖子再一次卡住了，老天啊，怎么有这么巧的事情，我又扭脖子了怒不知道又要几天像个木乃伊一样走来走去，关键是真的好疼呀泪。,2
为什么是个周三啊...,2
感觉都可以拎起来甩出去了好吗。,0
超级给力！,1
乃吃的太快了……,0
但即使按现行规定属于违法，如果这个规定本身有很大问题，以身试法，让个案成为热点事件，可以使大家关注法律、法规本身的问题，促进法律、法规本身的修改、完善也能起到重要的作用。,0
是的，我相信会有这么一天。今天对孩子做的一切明天终将加倍偿还！,4
然后后逃逸.,3
啊，你到哪里疯去了,0
去死！！！咋没把你黑死啊,4
这什么情况？子胡和烧猪父母的见面？,0
买啊，一举两得，你把盒子给他不就完了。,0
那水瓶怎么办啊？被你们一起拖着堕落咯,2
让他摆个post还很不耐烦，什么人哪！,3
寒心，落泪。泪,2
井粉威武，都很给力。,1
明天王励勤战许昕一起为大力哥加油吧，王励勤必胜,1
什么异端？是那圈没有拧下来还连在上面吗？,0
你晓得我是啥子样子？切！~,2
哪说理去，这块钱不白花了么,3
宝宝你站着就萌死了。。,1
啊？那估计你吃了塑化剂啦！,0
这样做难道能够建立和谐社会吗？,4
一般啦。睇人嘎。,0
我也是。。。,2
谁tm塞纸条谁tm死全家死爱豆！mmp!,4
6、我也工作繁忙，李总还频繁来南方，重整一个版一周了都没时间弄完。,3
很时尚。。。,1
反正我一个都没思路····语文功底退化到了极限！！！！,2
马上扼杀掉！！！,4
这是爸爸。。吧,0
某人又刷屏~~,3
李从佳是我兄弟啊！为什么不告诉我？,0
党中央的电视台，就是牛奔！,3
晚上喂完儿子饭，我就忙着洗碗，托地，洗澡，洗衣服，晾衣服时我发现桌上的菜还没收拾，就喊一直在看电视的老公收下菜，他居然疾呼：你洗完碗怎么不收菜啊？,4
越看越喜欢。,1
cao今天真的是郁闷到家了。。,2
如忆姐你是要赶着去投胎是不是！！！,4
这会儿他还携同家属及同事们在天上飞呢飞机，些许明天下午能见到他。,0
我想死！甚么破电影,4
真的，都在说唉好恐怖，万一我死了怎么办啊,2
担心贱嫂家什么状况，我开冲锋舟来！,1
亲你知道反应堆几层壳吗亲？,4
祝愿天下的人儿合家幸福，身体安康！,1
对，这才是真的爱国爱党,1
尼玛那是我举得手都酸了亲自录的呀！！,4
造孽啊，弄好的酒，糟踏了,3
我估计你今天搞不出来，拖吧你就,3
抽耳光刚才去学校超市看，发现农夫山泉居然断货了！,4
这是在高老庄门口的那头吗？我现在也在凤凰！,4
菊花残，满地伤~~,2
剧情进行到一个小时的时候，俄罗斯总统和美国总统已经都被毙了，核弹已经对准了麦加，无语。,3
自己把自己说服了，是一种理智的胜利；,0
一看就舒服，这才是完美的夏天~我想放暑假！,1
别在四堂面前狭隘的小油菜田里瞎乐了~~大大的韶大油菜花田在西区篮球场后靠近后山的洼地里，人一般高的油菜花！,1
忙碌的一天过去了，忙碌的明天还等着我。,2
啊？肿么就那么贵拉,2
喝酒还是要有个度…年轻人,0
其实城管还是二妈生的，杀个当兵的或者警察试试？,4
对于沙特馆烧钱炫富的方式，我实在不以为然。,3
你要打电话给班主任请的。,0
这算不算一种教育资源社会资源的浪费？,3
郁闷了不要了这个分区吗?,2
闹木可爱的孩纸们肿么会解散!!,2
唉，那是姐当年的想法啊,2
我才脱离那个敢死队，不敢在踏回去了,2
啊类，十一假期也能用吗？,0
考完了…但我好像背差了==,2
是啊墙都是自己刷的累死了~,2
不是我不能原谅你，而是我无法原谅我自己。,2
所以加油吧!,1
你买了中宏的保险了吗？,0
让我们认识了这么可爱的你..!!^^..,1
切切切…一条都没收到过,2
我悔过，我不说了，我是好孩子。,0
我也想蛋蛋你路过学校去哪？,2
当真我是欧巴桑没钱没地位，随便乱加给罪名给我们，就可以摆脱你们自己内部的问题？,4
越南菲律宾都在蚕食我国领土。,3
是啊...哈哈,2
因为中国的学校，衡量一个学生是否优秀，唯一唯一唯一的标准就是成绩，至于有无爱心，是否善良，以及情商如何，都不关心。,4
怎么这么忙啊？我一直觉得巡逻无聊、累而且作用不太大。,3
老师你是肿摸把转存念成转cheng的啊！！！,3
我候着您，单练还是群伙一起上我都奉陪。,4
怀念，我小时后也在那的,2
每次看到类似的评论都恨得牙痒！,4
所谓的公车应该不是指公交车，是指政府机关的车吧？,0
想想接下来怎么办.........................................................................................................,0
过分的话我不会说，绝对不会让他们有借题发挥的机会！鄙视,3
虎哥没煽她啊？！,4
开汽车吧，碰上李双江儿子挨撞还挨打；坐地铁吧，不是开错方向就是尼玛追尾；,3
我现在的工作哪点跟专业有关啊！唉！,0
草。。。,4
我怕丑啊!,2
亲，到底怎么个说法啊,0
不是金的，是木的哇！都是木的。,4
兔年大吉本命年的童鞋红堂堂好运一整年！,1
另外有需要签订契约的事也不要错过今天，没什么障碍顺利进行的预感。,0
唉，谁让你是我领导了~~~~,2
真的不容易啊！,2
幸福就是：拿沙特工资，住英国房子，用瑞典手机，戴瑞士手表，娶韩国女人，包日本二奶，做泰国按摩，开德国轿车，坐美国飞机，喝法国红酒，吃澳洲海鲜，抽古巴雪茄，穿意大利皮鞋，看奥地利歌剧，买俄罗斯别墅，雇菲律宾女佣，当中国的公务员......,3
感动。。,1
重要的是，你在我的身边！心,1
明明就是为了打炮，拿爱情做遮羞布，一见你妈逼的情。,4
你肯定搞错了，深圳比北京凉快没问题，但30度不大可能，除非是晚上,0
恩，来了几天了，好无聊呀~,2
这个东西出现了很多次啦！你的吗？,3
敬请关注各大媒介现场直播！,1
除了为媒体的发行量、点击率、收视率做了微乎其微的贡献在外，便是一地鸡毛！,4
2011带着你很爱很爱的小少年们继续加油吧！！！,1
嘻嘻，喜欢那种蛋黄，但是今年还没尝到。,3
真木有啊。。,3
我爸妈来了，我逃班,0
十几个了吧卧槽！,3
使劲整...,4
我操最右…,4
我咒他们以后什么都卖不出去！周五吃肉计划同意么？,4
92岁老太太强撑着从湖南怀化来武汉看望94岁的生病老姐姐，可惜探亲几天来所拍的珍贵照片全都随着一部相机一起遗失，两位老太太因此精神沮丧。,2
胖子离家出走了，我桑心呀~,2
我是多么会安慰别人的一个人，可对自己呢?,2
还有曾经和我说，不要关闭我的交易，我存钱马上就付。,4
不应该，机场造了很多年，是不是高铁？,0
老子设计图都画好了乃么没有料子了玛丽隔壁的！！！！,4
心情突然低落...,2
这个。。。可以有,2
去了北京我看你怎么打？,0
破孩子~别又哭，你以为你是死胖子啊？,4
那你找到那个值得等待的人了吗？,0
向牛哥学习，时刻保持战斗状态！问候！,1
可爱的妹子~~啊哈哈，找个时间我拍一下你的火腿肠大片啊,1
还是那个学长？,1
成功的捐赠一个音乐教室。,1
干嘛呀你找？,3
化学味道………忍受不了,3
总是很难对稳定的自己给一个交待。,3
还要穿衣服！！！,3
还有什么食品可以放心食用呢？,4
这也算中国特色吧。,3
神啊，保佑我再生一个女孩吧！！,1
爱你。。你离我葱多近啊？,1
以这样的方式混个脸熟，不觉得丢人么？,3
气晕我咯。。,4
感动……练好酒量等我,1
这里笑死我了..,1
狗瓜味都没有...,3
坑爹！！,4
我上你飞机找你！哈哈哈,1
是我们应该安心的状态？,3
——这才是人生啊！！。。。,1
祝亲爱的你们中秋节快乐！,1
为毛绿芜和四爷可以请假，13不行！！！！,4
采用金属框架结构和红布材料，把这些灯具挂在家里真是别有一番风格.,1
没上榜单推荐的松鼠皖鱼反而是我最喜欢的。,1
是女孩子的梦幻时光呢：),1
大家都新年快乐！！,1
真想召唤万头神兽把这死骚扰狂践踏成泥!!!,4
家长无奈，那么国家教育不该缺位。,2
一个小面包，一碟花生，一碟薯片，一升生啤，200克striplion，对面瘦子的一半牛肉，配菜忽略。,0
真的假的！！？,0
再ps，这里面没一样东西是我的→_→,2
对的，叫木樨路,0
哎呀呀，写这样评论的报纸，我练毛笔字都怕影响心情。,3
没你能啊！,0
一场很期待却实质很平淡的比赛，因为乔尔一个进球而突生了很多事端，不错，这个点球判得好，哈哈哈哈，果然难出意料之外啊，中国足球，可恨，可悲，可叹！,3
实在是没有办法了，只有自己郁闷！,3
饭饭好可爱！饭爸也要好好照顾好饭妈哦……,1
真不真？,0
但我觉得好假啰。,3
我是莫名其妙的觉得有很多事情有待跟进完成！被害妄想症了吗？！,2
是啊，所以在中国废除死刑还是件很遥远的事…,2
那时候我会对你说：祝你幸福！,2
剪吧，齐刘海！咱青春不了几年了,0
枪杀战俘罪大！,4
想到铁生曾经受过的痛苦真的太难过了，当我们读他的书，有谁想到他是在怎样的困境中写下的呢？,2
我要借100,2
老了，哎！给自己一点爱好和追求吧。,2
当我从原地打转的中国史中悲观地抬起头，我看到了另一种希望与梦想。,1
有木有！！！！,4
我划个圈圈诅咒你们！我也要去啦,3
突然觉得自己很可笑。。。,0
晚上八号仓库开业哇？,0
